0,지점명,대형마트,주차장,지하철역,학교,편의점,"주유소,충전소",문화시설,관광명소,음식점,카페,주소,위도,경도,DT여부,시도명
311,등촌역,4,26,2,13,80,7,5,3,772,169,서울특별시 양천구 공항대로 566 (목동) 1층 2층,37.548884,126.86807,0,서울특별시
312,목동행복한,9,75,2,7,53,2,13,4,851,198,서울특별시 양천구 목동동로 309 (목동),37.529147,126.876099,0,서울특별시
313,신정DT,5,74,3,13,71,7,7,3,918,183,서울특별시 양천구 신월로 341 (신정동),37.521993,126.858865,1,서울특별시
314,목동역,7,75,2,10,78,6,12,3,1222,246,서울특별시 양천구 목동로 203 (신정동) 1층일부,37.526684,126.863986,0,서울특별시
315,목동오목로,7,90,2,10,76,7,14,3,1386,293,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호",37.525923,126.868438,0,서울특별시
316,목동8단지,7,80,3,14,65,3,15,1,1075,249,서울특별시 양천구 목동서로 299 (신정동),37.520518,126.868841,0,서울특별시
317,오목교역,6,71,2,9,58,3,16,0,883,204,서울특별시 양천구 오목로 354 (목동),37.5235882,126.8765212,0,서울특별시
318,신월IC DT,0,51,0,5,75,7,3,1,733,88,서울특별시 양천구 남부순환로 430 (신월동),37.5294984,126.831983,1,서울특별시
319,목동7단지,8,84,2,9,66,7,13,3,1196,264,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자,37.528012,126.87053,0,서울특별시
320,목동5단지,5,35,1,9,30,4,4,6,244,75,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)",37.536706,126.88212,0,서울특별시
321,목동,6,37,1,11,34,2,3,5,413,104,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운,37.53638383,126.8785597,0,서울특별시
322,현대목동,8,76,2,7,57,5,14,0,883,217,"서울특별시 양천구 목동동로 257, 현대백화점목동점 지하 2층 (목동)",37.526848,126.875023,0,서울특별시
323,목동파라곤,9,74,2,9,57,2,12,4,859,211,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)",37.52947,126.874996,0,서울특별시
324,목동하이페리온,8,85,2,11,68,6,15,3,1202,278,서울특별시 양천구 오목로 300 (목동),37.524931,126.870316,0,서울특별시
325,타임스퀘어R,3,140,3,7,98,4,29,6,1642,291,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가),37.517139,126.903606,0,서울특별시
326,샛강역,4,126,5,7,75,2,12,2,1402,318,서울특별시 영등포구 여의대방로 376 (여의도동),37.5183551,126.9312716,0,서울특별시
327,영등포역,4,132,4,8,101,7,15,5,1414,228,서울특별시 영등포구 경인로 870 (영등포동1가),37.5169614,126.909139,0,서울특별시
328,당산대로,3,77,2,9,71,6,8,4,906,211,서울특별시 영등포구 양평로 22 (당산동6가),37.533121,126.903804,0,서울특별시
329,여의도IFC몰(L1)R,4,157,5,5,76,4,13,7,1470,352,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,37.525127,126.925508,0,서울특별시
330,여의도KBS R,1,143,3,3,68,5,9,12,1018,272,서울특별시 영등포구 의사당대로 26 (여의도동),37.526596,126.918456,0,서울특별시
331,여의도화재보험,4,148,6,6,72,2,9,3,1369,327,서울특별시 영등포구 국제금융로6길 38 (여의도동),37.521345,126.926004,0,서울특별시
332,국회대로,1,105,1,0,44,3,10,13,759,200,서울특별시 영등포구 국회대로 786 (여의도동),37.53026,126.919549,0,서울특별시
333,영등포KT,3,131,5,6,99,2,12,4,1357,272,서울특별시 영등포구 영중로 119 (영등포동8가),37.526792,126.904706,0,서울특별시
334,여의도공원R,2,122,4,1,60,3,11,12,1034,268,서울특별시 영등포구 여의공원로 101 (여의도동),37.529231,126.924872,0,서울특별시
335,국회의사당역,1,134,2,2,66,5,8,13,872,232,서울특별시 영등포구 의사당대로 8 (여의도동),37.527831,126.916882,0,서울특별시
336,선유도역,3,68,3,11,59,5,9,6,646,165,서울특별시 영등포구 양평로 115 (양평동4가),37.537268,126.894594,0,서울특별시
337,여의도역R,4,167,7,4,76,4,11,4,1468,354,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,37.523328,126.923439,0,서울특별시
338,선유동이레빌딩,5,78,4,11,77,6,11,1,942,236,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,37.534109,126.896912,0,서울특별시
339,동여의도,4,123,5,6,72,1,13,2,1350,305,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,37.5199494,126.9317957,0,서울특별시
340,여의도ABL타워,5,123,5,7,71,2,9,2,1329,304,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,37.518749,126.92779,0,서울특별시
341,영등포신길DT,6,64,1,12,63,6,0,3,661,102,서울특별시 영등포구 신길로 137 (신길동),37.504566,126.910073,1,서울특별시
342,문래역,3,132,5,7,97,4,29,4,1668,335,서울특별시 영등포구 당산로 34 (문래동3가),37.517428,126.896475,0,서울특별시
343,당산,4,74,3,8,67,5,12,4,819,214,서울특별시 영등포구 양평로 64 (당산동6가),37.535164,126.899942,0,서울특별시
344,여의도한양증권,3,127,4,6,65,2,9,4,1239,305,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,37.522418,126.929093,0,서울특별시
345,여의도일신,1,128,3,1,55,3,10,13,951,244,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,37.528,126.920103,0,서울특별시
346,신세계영등포B2,4,139,4,9,99,5,24,7,1503,260,"서울특별시 영등포구 영중로 9, 신세계백화점 B관 지하2층 (영등포동4가)",37.517162,126.905608,0,서울특별시
347,하이테크시티,4,115,4,5,93,7,33,5,1606,313,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티,37.51467062,126.8986474,0,서울특별시
348,당산역,4,78,3,9,71,6,12,3,873,221,"서울특별시 영등포구 당산로 231, 대원빌딩 1,2층 (당산동6가)",37.5344337,126.9018763,0,서울특별시
349,여의도,4,158,6,4,76,4,13,6,1471,354,서울특별시 영등포구 국제금융로2길 28 (여의도동),37.52403519,126.9245179,0,서울특별시
350,롯데캐슬여의도,5,128,6,6,71,3,9,3,1245,294,서울특별시 영등포구 의사당대로 127 (여의도동) 롯데캐슬앰파이어 1층 104호,37.52025214,126.9263678,0,서울특별시
351,문래동,4,108,5,8,80,3,21,3,1163,272,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)",37.519602,126.889652,0,서울특별시
352,신세계영등포B,4,139,4,9,99,5,24,7,1503,260,"서울특별시 영등포구 영중로 9, 신세계백화점 B관 1층 (영등포동4가)",37.517162,126.905608,0,서울특별시
353,여의도호성,4,123,5,6,68,2,11,4,1298,304,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",37.520176,126.929426,0,서울특별시
354,타임스퀘어B2,3,139,3,7,98,4,29,6,1659,291,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",37.516985,126.903387,0,서울특별시
355,영등포본동,4,135,4,7,94,6,15,5,1329,229,서울특별시 영등포구 영등포로 254 (영등포동3가),37.518713,126.909559,0,서울특별시
356,타임스퀘어,3,139,3,7,98,4,29,6,1659,291,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),37.516985,126.903387,0,서울특별시
357,여의도의사당,1,107,2,0,49,3,10,14,810,215,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)",37.530023,126.92109,0,서울특별시
358,여의도IFC(1F),4,156,5,4,76,4,13,6,1468,352,서울특별시 영등포구 국제금융로 10 (여의도동),37.525273,126.924668,0,서울특별시
359,불광역,3,35,3,7,66,1,7,2,804,143,서울시 은평구 통일로 715 ,37.609382,126.9303971,0,서울특별시
360,구파발사거리,2,19,1,4,27,2,2,2,254,58,서울시 은평구 진관3로 21 은평엘크루 101동 105-108호,37.639617,126.91881,0,서울특별시
361,연신내역사거리,4,56,4,12,99,2,3,2,1202,207,서울특별시 은평구 통일로 842 (불광동),37.61862,126.922062,0,서울특별시
362,연신내,2,48,2,16,94,4,2,2,1073,173,서울특별시 은평구 통일로 867 (갈현동),37.620417,126.919913,0,서울특별시
363,구파발역,2,24,1,6,26,3,2,1,250,63,서울특별시 은평구 진관2로 12,37.63446,126.918881,0,서울특별시
364,은평구청입구,4,34,2,6,78,2,4,1,856,168,서울특별시 은평구 은평로 170 (응암동),37.601042,126.926789,0,서울특별시
365,은평이마트,6,42,2,6,90,2,5,0,1049,196,서울특별시 은평구 은평로 111 (응암동),37.60037923,126.9202735,0,서울특별시
366,구산역,4,53,4,14,115,0,2,1,1367,230,서울특별시 은평구 연서로 146 (대조동),37.611745,126.917678,0,서울특별시
367,연합뉴스,2,266,6,7,129,2,232,44,3352,1039,서울특별시 종로구 율곡로2길 25 (수송동),37.5743289,126.980459,0,서울특별시
368,혜화역,3,107,2,21,71,2,271,47,1224,423,서울시 종로구 대학로12길 4 1~2층,37.5824779,127.002185,0,서울특별시
369,경희궁로,4,208,6,12,108,2,139,28,2347,693,서울특별시 종로구 새문안로3길 15 (당주동),37.571759,126.972343,0,서울특별시
370,강북삼성병원,4,181,6,17,103,1,103,18,1787,457,서울특별시 종로구 새문안로 29 (평동),37.568546,126.96756,0,서울특별시
371,종로평창동,3,26,0,2,12,3,18,4,124,38,서울특별시 종로구 평창12길 3 (평창동),37.606149,126.967213,0,서울특별시
372,광화문우체국,2,314,7,6,152,2,207,41,3683,1018,서울특별시 종로구 종로 6 (서린동),37.569854,126.978083,0,서울특별시
373,더종로R,1,321,10,7,173,2,206,46,3984,1151,서울특별시 종로구 종로 51 (종로2가),37.570804,126.983494,0,서울특별시
374,독립문역,3,63,2,16,48,1,46,10,785,196,서울특별시 종로구 통일로 168-1 (교남동),37.571432,126.961269,0,서울특별시
375,정부서울청사R,2,179,3,9,86,2,160,30,1997,701,서울특별시 종로구 새문안로5가길 28 (적선동),37.574411,126.973571,0,서울특별시
376,동묘앞역,4,162,11,11,115,3,31,24,1849,345,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부",37.5727,127.016072,0,서울특별시
377,종로구청,1,297,8,7,153,2,218,45,3715,1091,서울특별시 종로구 삼봉로 71 (수송동),37.572662,126.981138,0,서울특별시
378,북촌로,0,133,3,11,54,2,180,73,1512,588,서울특별시 종로구 북촌로4길 23 (계동),37.579462,126.986431,0,서울특별시
379,종로수송,1,311,9,7,163,2,211,45,3869,1119,서울특별시 종로구 종로5길 30 (청진동) 1~3층,37.5714931,126.9807831,0,서울특별시
380,새문안로,3,283,7,5,148,2,161,30,3201,866,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,37.5696597,126.9748903,0,서울특별시
381,안국,0,158,5,10,88,2,199,76,2251,767,서울특별시 종로구 북촌로 5-1 (재동),37.577338,126.985635,0,서울특별시
382,삼청동,0,28,0,8,14,0,87,32,344,236,서울특별시 종로구 삼청로 111-1 (삼청동),37.585381,126.9817512,0,서울특별시
383,광화문D타워,2,304,7,8,148,2,212,44,3582,1031,서울특별시 종로구 종로3길 17 (청진동) D타워,37.5714,126.9788297,0,서울특별시
384,서울극장,0,322,13,6,167,2,167,39,3675,970,서울특별시 종로구 돈화문로 13 (관수동) 서울극장,37.56975769,126.9917911,0,서울특별시
385,적선,2,178,3,7,85,2,163,30,1961,702,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",37.57520431,126.9739361,0,서울특별시
386,인사,0,296,9,8,151,2,205,55,3521,1044,서울특별시 종로구 인사동길 14 (인사동),37.5721293,126.9870349,0,서울특별시
387,영풍문고,1,339,11,8,182,2,198,46,4194,1166,서울특별시 종로구 청계천로 41 (서린동) 영풍빌딩,37.5695584,126.9821243,0,서울특별시
388,광화문R,3,273,7,7,132,2,201,38,3189,909,"서울특별시 종로구 세종대로 167, 현대해상본사사옥 별관내 (세종로)",37.5712293,126.9762872,0,서울특별시
389,성대입구,3,101,2,19,65,2,270,57,1056,403,서울특별시 종로구 창경궁로 235 (명륜3가),37.582892,126.998392,0,서울특별시
390,스페이스본,3,121,2,11,62,1,107,28,1434,462,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,37.57532212,126.9692494,0,서울특별시
391,주얼리시티,1,236,10,9,125,0,102,40,2383,599,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,37.57154914,126.998705,0,서울특별시
392,종각,1,330,10,7,172,2,208,43,4110,1168,서울특별시 종로구 종로 64 (종로2가),37.5699183,126.9845281,0,서울특별시
393,광교,1,340,12,6,190,2,206,47,4349,1204,서울특별시 종로구 청계천로 59 (관철동),37.568928,126.9842163,0,서울특별시
394,동숭로아트,3,104,2,22,73,2,267,32,1218,426,서울특별시 종로구 동숭길 110 (동숭동),37.582969,127.003876,0,서울특별시
395,종로관철,0,342,11,4,183,2,208,41,4162,1169,"서울특별시 종로구 종로12길 21, 2층 (관철동)",37.569058,126.986013,0,서울특별시
396,경복궁역,2,123,2,6,65,2,126,30,1517,550,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",37.5771508,126.9727453,0,서울특별시
397,이마빌딩,2,254,6,8,126,2,214,42,3179,983,서울특별시 종로구 종로1길 42 (수송동),37.5738637,126.9789715,0,서울특별시
398,대명거리,3,105,2,21,71,2,270,46,1211,419,서울특별시 종로구 대명길 5 (명륜4가),37.58349633,127.0011593,0,서울특별시
399,마로니에공원,3,111,2,20,73,2,266,47,1244,428,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",37.58154296,127.0023412,0,서울특별시
400,종로3가,0,323,10,6,161,2,172,55,3906,1051,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",37.5705527,126.9902055,0,서울특별시
401,대학로,1,161,4,11,78,0,254,49,1716,483,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",37.576509,127.001449,0,서울특별시
402,경복궁사거리,2,247,5,8,116,2,232,44,3207,1015,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",37.575578,126.980581,0,서울특별시
403,종로관수,0,357,11,6,179,2,180,39,4127,1127,서울특별시 종로구 삼일대로20길 13 (관수동),37.569385,126.988665,0,서울특별시
404,동숭길입구,3,105,2,23,71,2,269,45,1220,421,서울특별시 종로구 대학로 146 (혜화동),37.58346,127.00219,0,서울특별시
405,숭례문북창,2,301,7,8,153,2,104,25,2834,756,서울특별시 중구 세종대로12길 12 (남대문로4가),37.561725,126.976838,0,서울특별시
406,을지로4가역,0,265,12,5,174,4,80,25,3011,722,서울특별시 중구 을지로 170 (을지로4가),37.566682,126.997285,0,서울특별시
407,동대문두타,3,183,10,8,127,3,55,27,2106,415,서울특별시 중구 장충단로 275 (을지로6가),37.56892513,127.0087838,0,서울특별시
408,대한상공회의소R,2,271,11,10,149,2,89,19,2672,658,서울시 중구 세종대로 39 상공회의소회관 1층,37.560938,126.973702,0,서울특별시
409,명동센트럴,0,338,13,7,203,1,141,37,4235,1079,서울특별시 중구 명동9길 16 (명동1가),37.564669,126.985233,0,서울특별시
410,국립중앙의료원,2,201,12,9,130,5,61,25,2089,430,서울특별시 중구 을지로 251 (을지로6가),37.566516,127.0062376,0,서울특별시
411,동국대,0,198,9,4,113,4,67,16,1702,425,서울특별시 중구 서애로 1길 11,37.561542,126.998437,0,서울특별시
412,신세계본점5F,0,292,7,7,156,2,81,30,2911,773,서울특별시 중구 소공로 63 (충무로1가),37.560951,126.981134,0,서울특별시
413,을지로내외빌딩R,1,352,12,3,207,0,198,42,4503,1199,서울특별시 중구 을지로 51 (을지로2가),37.566479,126.983663,0,서울특별시
414,대우재단빌딩,2,209,8,4,129,4,45,20,2013,497,서울특별시 중구 퇴계로 18 (남대문로5가),37.556781,126.975081,0,서울특별시
415,동대문공원,2,178,12,12,130,6,52,22,2062,414,서울특별시 중구 장충단로 229 (광희동1가),37.565133,127.007191,0,서울특별시
416,을지로국제빌딩,1,348,12,5,204,1,199,41,4464,1198,서울특별시 중구 남대문로 109 (다동),37.566952,126.982219,0,서울특별시
417,동대입구역,1,116,9,11,104,6,43,9,1351,302,서울특별시 중구 장충단로 166 (장충동1가),37.559593,127.006142,0,서울특별시
418,신당역사거리,4,154,11,13,122,5,26,17,1810,338,서울특별시 중구 다산로 258 (흥인동),37.565807,127.01643,0,서울특별시
419,연세세브란스,2,212,9,5,126,4,48,15,2016,487,서울특별시 중구 통일로 10 (남대문로5가),37.557207,126.97354,0,서울특별시
420,회현역,1,243,8,8,133,2,73,24,2350,625,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,37.5589809,126.9807467,0,서울특별시
421,을지로경기빌딩,1,357,11,5,208,1,200,42,4498,1216,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,37.567172,126.983156,0,서울특별시
422,을지로2가,0,353,13,5,191,2,161,37,4277,1137,서울특별시 중구 삼일대로 358 (을지로2가),37.566347,126.988066,0,서울특별시
423,신세계본점6F,0,274,7,7,147,2,81,30,2655,712,서울특별시 중구 퇴계로 77 (충무로1가),37.560381,126.980758,0,서울특별시
424,서울중앙우체국,0,310,7,7,168,2,89,31,3245,836,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,37.561678,126.982117,0,서울특별시
425,한국프레스센터,2,340,6,6,181,1,184,32,3710,1065,서울특별시 중구 세종대로 124 (태평로1가),37.567381,126.977859,0,서울특별시
426,명동중앙로,0,325,11,7,189,1,116,34,3947,989,서울특별시 중구 명동길 60 (명동 2가),37.5637485,126.9857723,0,서울특별시
427,약수역,5,65,8,14,66,4,18,5,820,161,서울특별시 중구 다산로 129 (신당동),37.555437,127.0107253,0,서울특별시
428,중구저동,0,298,12,7,172,2,103,29,3513,919,서울특별시 중구 수표로 34 (저동2가),37.5643686,126.9903382,0,서울특별시
429,명동길,0,300,10,7,171,2,87,29,3432,860,서울특별시 중구 명동10길 41,37.5620695,126.9858669,0,서울특별시
430,소공로북창,1,330,7,8,181,1,114,31,3492,934,서울특별시 중구 세종대로18길 32 (소공동) 삼원빌딩,37.5636856,126.9789237,0,서울특별시
431,서소문로,3,304,9,9,151,2,103,20,3128,814,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,37.563006,126.974546,0,서울특별시
432,신당역,4,160,11,12,127,5,30,22,1988,368,"서울특별시 중구 퇴계로 385, 1층 (흥인동)",37.565522,127.014554,0,서울특별시
433,명동메트로,1,350,10,7,199,0,156,41,4247,1092,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,37.565118,126.983681,0,서울특별시
434,숭례문,3,226,10,8,133,4,62,17,2096,514,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)",37.55874473,126.9730952,0,서울특별시
435,순화동더샵,3,228,10,12,130,3,76,17,2216,541,"서울특별시 중구 칠패로 27, 1층 (순화동)",37.560072,126.971931,0,서울특별시
436,대한극장,0,204,8,9,122,3,75,19,1918,532,서울특별시 중구 퇴계로 212 (필동 2가),37.56105065,126.9952735,0,서울특별시
437,환구단,1,342,7,8,189,1,135,28,3734,993,서울특별시 중구 소공로 112 (소공동),37.564448,126.979157,0,서울특별시
438,무교동,1,335,6,6,182,1,201,35,3850,1082,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,37.56781712,126.978738,0,서울특별시
439,문화일보,4,203,6,15,115,1,109,19,2078,522,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,37.56712291,126.9686642,0,서울특별시
440,태평로,3,307,8,8,160,2,109,24,3007,795,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",37.56248285,126.9767928,0,서울특별시
441,퍼시픽타워,2,265,11,11,148,2,90,18,2632,652,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",37.56132157,126.9730264,0,서울특별시
442,남산단암,1,224,8,5,125,4,70,23,2284,589,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",37.55853622,126.9754585,0,서울특별시
443,황학캐슬,2,148,8,12,115,4,13,13,1579,281,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아,37.57124,127.022905,0,서울특별시
444,서소문,3,312,9,7,161,1,116,23,3126,824,서울특별시 중구 서소문로 130 (서소문동),37.5633773,126.9755129,0,서울특별시
445,명동미래,0,336,11,7,191,1,124,37,4069,1018,"서울특별시 중구 명동 7길 8, 2층 (명동 1가)",37.564064,126.984487,0,서울특별시
446,을지로삼화타워,1,356,11,4,205,0,189,44,4505,1207,서울특별시 중구 을지로5길 16 삼화타워1층,37.566902,126.984707,0,서울특별시
447,소공로,1,330,8,9,189,1,102,32,3804,981,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",37.5637273,126.9807681,0,서울특별시
448,서소문배재,3,270,9,12,143,1,93,19,2657,645,서울특별시 중구 서소문로 99 (서소문동),37.5628481,126.9721664,0,서울특별시
449,을지로한국빌딩,1,345,12,5,204,0,174,41,4378,1138,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",37.565722,126.98329,0,서울특별시
450,순화동에이스,4,213,8,15,120,1,80,20,2122,507,서울특별시 중구 통일로 92 (순화동) KG타워,37.563528,126.969144,0,서울특별시
451,시청,1,354,8,7,199,0,186,35,4058,1103,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",37.56629,126.979808,0,서울특별시
452,시청플러스,1,355,8,7,202,0,184,36,4123,1115,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",37.566338,126.980055,0,서울특별시
453,충무로역,0,214,7,9,128,3,77,22,2182,610,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)",37.561499,126.993864,0,서울특별시
454,명동역,0,300,7,7,164,2,85,29,3114,801,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",37.560832,126.983095,0,서울특별시
455,남산스테이트,0,284,6,8,156,3,75,29,2873,763,서울특별시 중구 퇴계로 100 (회현동2가),37.560205,126.982791,0,서울특별시
456,명동입구,0,335,8,9,189,0,105,32,3744,950,서울특별시 중구 남대문로 68-1 (명동2가),37.563319,126.982242,0,서울특별시
457,명일역,9,31,3,15,54,2,3,3,687,146,서울특별시 강동구 양재대로 1647 (명일동),37.55258,127.143799,0,서울특별시
458,강동구청DT,4,50,2,9,78,5,7,11,1023,220,서울특별시 강동구 성내로 32 (성내동),37.529437,127.123835,1,서울특별시
459,강동암사DT,4,22,1,6,53,4,2,2,589,104,서울특별시 강동구 고덕로 43 (암사동),37.555054,127.130065,1,서울특별시
460,굽은다리역,6,36,3,13,89,2,3,4,1074,158,서울특별시 강동구 양재대로 1568 (명일동),37.545403,127.143101,0,서울특별시
461,강동역,6,101,5,5,135,5,6,10,1891,340,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",37.536047,127.133086,0,서울특별시
462,둔촌동,3,29,4,16,42,1,6,3,554,122,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩,37.522724,127.133943,0,서울특별시
463,천호로데오,7,95,3,11,118,6,7,12,1604,305,서울특별시 강동구 천호대로 1037 (천호동),37.5378069,127.1273094,0,서울특별시
464,천호이마트,7,86,3,8,107,5,6,12,1397,270,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,37.538933,127.125214,0,서울특별시
465,길동역,3,76,3,8,118,4,6,5,1338,221,서울특별시 강동구 양재대로 1487 (길동),37.5387433,127.1399879,0,서울특별시
466,상일동,2,16,1,8,29,4,1,1,310,54,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",37.550072,127.174258,0,서울특별시
467,올림픽공원북문,4,49,2,10,58,5,9,9,849,182,서울특별시 강동구 강동대로 171 (성내동),37.525403,127.125932,0,서울특별시
468,천호역,6,91,4,7,104,6,8,12,1415,273,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)",37.53795191,127.1245793,0,서울특별시
469,명일이마트,6,24,2,18,30,1,4,4,352,92,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,37.553991,127.155984,0,서울특별시
470,길동사거리,3,83,3,10,121,5,4,2,1377,232,"서울특별시 강동구 양재대로 1441, 1층 (길동)",37.5346536,127.1383951,0,서울특별시
471,신도림,4,60,3,9,59,3,13,2,1002,173,서울특별시 구로구 경인로 610 (신도림동),37.505517,126.883953,0,서울특별시
472,오류동역,3,36,1,8,53,5,4,2,557,78,서울특별시 구로구 경인로 216 (오류동),37.4962155,126.8448614,0,서울특별시
473,현대디큐브2F,5,76,4,7,62,4,25,2,1086,212,서울특별시 구로구 경인로 662 (신도림동),37.508636,126.889225,0,서울특별시
474,현대디큐브B2,5,74,4,6,63,4,25,2,1086,213,서울특별시 구로구 경인로 662 (신도림동),37.508828,126.889488,0,서울특별시
475,답십리역,1,69,4,9,59,5,1,6,770,120,서울특별시 동대문구 천호대로 263 (답십리동),37.568466,127.051106,0,서울특별시
476,경희대삼거리,1,60,3,14,79,5,9,5,1066,283,서울특별시 동대문구 회기로 141 (회기동),37.591531,127.052017,0,서울특별시
477,외대정문,2,60,4,10,82,6,4,3,1055,267,서울특별시 동대문구 이문로 93 (이문동),37.5953464,127.0590302,0,서울특별시
478,신설동역,4,97,6,7,94,4,8,5,1146,213,서울특별시 동대문구 왕산로 19 (신설동),37.5767228,127.0255446,0,서울특별시
479,회기역사거리,2,76,4,17,92,5,7,4,1160,295,서울특별시 동대문구 이문로 37 (회기동),37.590784,127.056098,0,서울특별시
480,외대,2,61,5,9,82,7,4,3,1045,253,서울특별시 동대문구 휘경로 12-1 (이문동),37.59575188,127.0614002,0,서울특별시
481,장한평역,2,78,1,4,79,10,4,0,806,107,서울특별시 동대문구 장한로 10 (장안동),37.562337,127.065511,0,서울특별시
482,경희대,2,55,3,14,76,4,9,5,1037,267,서울특별시 동대문구 경희대로 16-1 (회기동),37.5928812,127.0528085,0,서울특별시
483,서울숲역,3,74,2,9,68,3,29,14,995,359,서울시 성동구 왕십리로50 1층 일부,37.542075,127.044961,0,서울특별시
484,금호역,5,45,7,13,53,2,4,4,765,142,서울시 성동구 동호로 99 ,37.5479939,127.0153343,0,서울특별시
485,뚝섬역,4,94,3,9,89,6,30,11,1146,430,서울특별시 성동구 아차산로 42 (성수동1가),37.546432,127.049042,0,서울특별시
486,황학사거리,4,143,8,9,113,4,12,8,1642,289,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",37.567644,127.023697,0,서울특별시
487,성수역,3,115,2,9,126,5,26,7,1495,448,서울특별시 성동구 성수이로 94 (성수동2가),37.543193,127.056943,0,서울특별시
488,상왕십리역,3,104,6,10,90,3,10,5,1448,257,서울특별시 성동구 왕십리로 382 (하왕십리동),37.565169,127.027907,0,서울특별시
489,왕십리역,5,92,7,14,80,5,10,5,1359,267,서울특별시 성동구 왕십리로 326 (도선동),37.5627541,127.0339072,0,서울특별시
490,엔터식스한양대,5,64,7,15,71,1,11,6,1045,216,서울특별시 성동구 행당동 왕십리로 241 B1층,37.5570379,127.04002,0,서울특별시
491,한양대,3,65,7,13,64,2,11,5,930,206,서울특별시 성동구 왕십리로 225 (행당동),37.55726984,127.0421649,0,서울특별시
492,엔터식스,4,86,8,15,77,3,11,4,1325,255,서울특별시 성동구 왕십리광장로 17 (행당동),37.56175811,127.0383328,0,서울특별시
493,성수이마트,3,97,3,8,86,2,26,5,1127,345,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점,37.5396996,127.0530083,0,서울특별시
494,효창공원앞역,3,81,6,15,74,2,18,4,1050,243,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)",37.539305,126.96306,0,서울특별시
495,서울역서부,2,151,7,9,105,5,30,5,1455,344,서울특별시 용산구 만리재로 202 (서계동),37.555165,126.968446,0,서울특별시
