0,지점명,대형마트,주차장,지하철역,학교,편의점,"주유소,충전소",문화시설,관광명소,음식점,카페,주소,위도,경도,DT여부,시도명
1,구로호텔,4,122,1,9,136,8,7,2,1634,257,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)",37.4831293,126.8988591,0,서울특별시
2,구로디지털타워,4,131,2,7,145,8,5,4,1824,290,서울특별시 구로구 디지털로32길 30 (구로동),37.483432,126.89648,0,서울특별시
3,구로디지털로,3,127,4,6,141,7,4,4,1883,267,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)",37.485911,126.895587,0,서울특별시
4,구로에이스,3,143,4,6,148,7,7,5,2021,316,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",37.48448329,126.8944957,0,서울특별시
5,구로하이엔드,5,154,4,7,155,6,5,3,1932,366,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",37.481618,126.893136,0,서울특별시
6,신림DT,1,84,2,12,98,10,6,2,1161,162,서울특별시 관악구 남부순환로 1419 (신림동),37.480935,126.908407,1,서울특별시
7,신세계아이앤씨,2,145,6,7,149,7,5,5,2077,333,"서울특별시 구로구 디지털로31길 61, 신세계디지털센터 101호 (구로동)",37.48587904,126.8916127,0,서울특별시
8,가산그레이트,2,154,3,4,160,1,8,4,1592,384,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)",37.4794491,126.8874768,0,서울특별시
9,W-Mall,2,144,3,4,148,1,11,4,1395,335,서울특별시 금천구 디지털로 188 (가산동),37.47730499,126.8876908,0,서울특별시
10,독산사거리,3,64,0,8,91,4,7,3,962,130,서울특별시 금천구 시흥대로 426 (독산동),37.471511,126.898775,0,서울특별시
11,역삼아레나빌딩,3,220,3,5,178,5,26,0,2183,580,서울특별시 강남구 언주로 425 (역삼동),37.501087,127.043069,0,서울특별시
12,논현역사거리,5,219,6,3,145,5,25,2,2191,537,서울특별시 강남구 강남대로 538 (논현동),37.510178,127.022223,0,서울특별시
13,신사역성일빌딩,4,185,3,3,112,5,38,4,1944,520,서울특별시 강남구 강남대로 584 (논현동),37.514132,127.020563,0,서울특별시
14,국기원사거리,6,336,5,4,211,4,37,3,3046,842,서울특별시 강남구 테헤란로 125 (역삼동),37.499517,127.031495,0,서울특별시
15,스탈릿대치R,11,84,8,14,62,2,9,4,699,177,서울특별시 강남구 남부순환로 2947 (대치동),37.494668,127.062583,0,서울특별시
16,봉은사역,2,138,4,4,77,5,48,2,1032,254,서울특별시 강남구 봉은사로 619 (삼성동),37.515,127.063196,0,서울특별시
17,압구정윤성빌딩,2,202,2,7,107,7,83,4,2312,681,서울특별시 강남구 논현로 834 (신사동),37.5227934,127.0286009,0,서울특별시
18,코엑스별마당,3,199,3,5,111,4,50,5,1609,394,서울특별시 강남구 영동대로 513 (삼성동),37.51015,127.060275,0,서울특별시
19,삼성역섬유센터R,3,214,3,5,130,4,49,4,1818,446,서울특별시 강남구 테헤란로 518 (대치동),37.50775,127.060651,0,서울특별시
20,압구정R,2,143,2,9,82,5,62,5,1812,484,서울특별시 강남구 언주로 861 (신사동),37.5273669,127.033061,0,서울특별시
21,수서역R,1,25,2,5,21,2,2,1,283,49,서울특별시 강남구 광평로 281 (수서동),37.488008,127.10265,0,서울특별시
22,양재강남빌딩R,3,147,3,9,91,10,24,3,1211,333,서울특별시 강남구 남부순환로 2621 (도곡동),37.485192,127.036685,0,서울특별시
23,선릉동신빌딩R,4,238,5,6,162,5,23,4,2351,599,서울특별시 강남구 테헤란로 409 (삼성동),37.505321,127.050409,0,서울특별시
24,봉은사로선정릉,5,209,7,6,147,3,40,4,1985,517,서울특별시 강남구 봉은사로 446 (삼성동),37.511293,127.048409,0,서울특별시
25,강남오거리,4,302,5,6,183,3,33,3,2984,745,서울특별시 강남구 봉은사로2길 39 (역삼동),37.502117,127.026672,0,서울특별시
26,스타필드코엑스몰R,3,187,3,6,103,5,50,4,1547,378,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,37.50999,127.061455,0,서울특별시
27,강남구청정문,4,131,6,7,106,6,59,6,1534,408,서울특별시 강남구 학동로 419 (청담동),37.518181,127.045995,0,서울특별시
28,도곡공원,4,149,2,8,121,10,24,0,1429,372,서울특별시 강남구 도곡로 205 (역삼동),37.492805,127.041309,0,서울특별시
29,강남R,6,324,4,5,171,5,37,3,2784,762,서울특별시 강남구 강남대로 390 (역삼동),37.497711,127.028439,0,서울특별시
30,대치은마사거리,11,147,5,12,103,2,11,0,1339,322,서울특별시 강남구 도곡로 457 (대치동),37.498973,127.060172,0,서울특별시
31,청담영동대로,2,65,2,3,46,3,28,1,536,132,서울특별시 강남구 영동대로 720 (청담동),37.522156,127.056449,0,서울특별시
32,압구정,2,167,2,8,92,5,68,4,1952,579,서울특별시 강남구 압구정로30길 17 (신사동),37.526283,127.02956,0,서울특별시
33,신사가로수,1,161,2,4,87,6,50,3,1632,501,서울특별시 강남구 압구정로12길 32 (신사동),37.521852,127.02251,0,서울특별시
34,청담스타R,2,151,3,8,95,5,78,9,1857,473,서울특별시 강남구 도산대로57길 24 (청담동),37.525216,127.041827,0,서울특별시
35,강남우성,5,282,3,6,160,6,28,2,2262,598,서울특별시 강남구 강남대로 328 (역삼동),37.492396,127.03091,0,서울특별시
36,학동사거리,2,194,4,9,117,6,95,10,2333,615,서울특별시 강남구 도산대로 328 (논현동),37.5223645,127.0379543,0,서울특별시
37,대치사거리,7,229,4,10,135,3,21,3,1988,492,서울특별시 강남구 삼성로 402 (대치동),37.503331,127.058817,0,서울특별시
38,포스코사거리,4,242,5,6,144,4,52,5,2045,530,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,37.5075307,127.0574271,0,서울특별시
39,을지병원사거리,2,236,3,5,123,7,82,5,2267,690,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",37.5191632,127.0286446,0,서울특별시
40,신사역,4,181,3,5,110,5,44,4,1908,530,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,37.5162021,127.0207428,0,서울특별시
41,도곡역,12,80,6,18,61,0,5,2,669,171,서울특별시 강남구 남부순환로 2909 (대치동),37.492167,127.057398,0,서울특별시
42,서울세관사거리,3,155,6,6,133,4,47,3,1695,484,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,37.514887,127.035653,0,서울특별시
43,청담사거리,2,120,4,7,89,3,57,8,1695,412,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,37.5236351,127.0468651,0,서울특별시
44,한티역,12,137,4,15,106,3,8,0,1273,301,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",37.496801,127.055055,0,서울특별시
45,역삼초교사거리,5,293,3,6,174,4,37,2,2392,661,서울특별시 강남구 역삼로 123 (역삼동),37.4941059,127.0329973,0,서울특별시
46,코엑스몰,4,167,4,5,95,5,52,5,1373,347,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 O103호,37.513715,127.059245,0,서울특별시
47,가로수길,1,147,2,3,81,6,47,4,1536,472,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",37.5231593,127.021625,0,서울특별시
48,역삼대로,3,242,4,3,184,5,31,1,2450,652,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",37.501623,127.039375,0,서울특별시
49,역삼포스코,5,339,5,2,220,3,41,3,3126,872,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",37.499721,127.033582,0,서울특별시
50,강남대로,4,285,6,6,173,3,32,3,2736,714,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",37.50314,127.025546,0,서울특별시
51,청담,2,64,1,7,52,3,43,5,800,190,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",37.5243631,127.0515599,0,서울특별시
52,삼성도심공항,4,212,5,5,129,5,50,5,1833,469,서울특별시 강남구 테헤란로87길 33 (삼성동),37.5097863,127.0579134,0,서울특별시
53,삼성교,3,165,3,7,92,3,49,2,1365,332,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",37.507794,127.06517,0,서울특별시
54,학동역,3,214,6,3,154,4,52,3,2287,602,서울특별시 강남구 논현로 704 (논현동),37.51464884,127.0307302,0,서울특별시
55,대치,11,148,3,10,96,2,17,0,1247,307,서울특별시 강남구 도곡로 511 (대치동),37.49966175,127.0622171,0,서울특별시
56,기술센터,2,215,6,4,176,4,26,0,2273,581,"서울특별시 강남구 테헤란로 305, 한국기술센터 1층 (역삼동)",37.50329211,127.0436409,0,서울특별시
57,SSG마켓도곡R,10,69,6,16,55,2,5,3,561,138,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",37.490298,127.054895,0,서울특별시
58,삼성,2,240,5,8,148,5,50,5,2135,557,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",37.50703529,127.0555503,0,서울특별시
59,선릉세화빌딩,7,238,4,7,155,4,22,4,2290,576,"서울특별시 강남구 테헤란로64길 18, 세화빌딩 1층 (대치동)",37.50377562,127.051196,0,서울특별시
60,압구정역,2,153,1,8,82,5,59,4,1780,548,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",37.52674095,127.0281105,0,서울특별시
61,압구정로,2,147,2,10,84,5,76,7,1906,495,서울특별시 강남구 압구정로42길 32 (신사동),37.52680046,127.0347174,0,서울특별시
62,구역삼사거리,5,245,3,6,168,8,31,1,2192,562,서울특별시 강남구 논현로 401 (역삼동),37.49592355,127.0388645,0,서울특별시
63,큰길타워,2,219,6,4,179,3,29,1,2263,603,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",37.50236693,127.0407,0,서울특별시
64,강남구청역,4,146,5,7,118,4,57,3,1752,461,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",37.5165849,127.0412433,0,서울특별시
65,대치역,11,82,7,19,60,2,8,3,660,158,"서울특별시 강남구 남부순환로 2936, 원플러스 상가107호 (대치동)",37.493554,127.061874,0,서울특별시
66,포이,5,80,0,10,83,9,18,8,1035,310,서울특별시 강남구 논현로 88 (개포동),37.47781106,127.0451411,0,서울특별시
67,아크플레이스,5,337,4,2,215,4,42,3,3099,863,서울특별시 강남구 테헤란로 142 (역삼동),37.49971982,127.0349084,0,서울특별시
68,학여울역,9,72,3,8,45,6,7,2,470,106,서울특별시 강남구 영동대로 215 (대치동),37.49803646,127.0684943,0,서울특별시
69,선정릉역,5,188,7,4,146,3,22,4,1820,491,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,37.5107549,127.0445597,0,서울특별시
70,삼성현대힐,5,168,6,4,113,4,52,5,1467,411,서울특별시 강남구 삼성로 605 (삼성동),37.51354184,127.0527183,0,서울특별시
71,GS타워,3,267,4,2,201,3,36,1,2805,783,서울특별시 강남구 논현로 508 (역삼동),37.5018592,127.0372776,0,서울특별시
72,압구정미소,2,177,1,8,96,7,73,3,2168,619,서울특별시 강남구 논현로 841 (신사동),37.52405601,127.027915,0,서울특별시
73,선릉역,5,216,5,5,157,4,24,3,2193,573,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",37.50393894,127.0485135,0,서울특별시
74,수서,1,23,2,5,20,2,1,1,250,51,서울특별시 강남구 밤고개로1길 10 (수서동) 수서현대벤쳐빌 지하2층,37.48801132,127.1017508,0,서울특별시
75,코엑스사거리,4,148,4,4,81,5,48,5,1177,300,서울특별시 강남구 영동대로 616 (삼성동),37.515351,127.060109,0,서울특별시
76,역삼럭키,4,196,3,6,143,9,23,0,1879,466,서울특별시 강남구 도곡로 183 (역삼동),37.492209,127.039389,0,서울특별시
77,차병원사거리,2,192,6,2,179,2,35,2,2208,624,"서울특별시 강남구 봉은사로 213, 센트럴타워 (논현동)",37.508032,127.035373,0,서울특별시
78,청담공원,5,105,5,7,96,5,64,7,1226,324,서울특별시 강남구 학동로 506 (삼성동),37.5186549,127.0514387,0,서울특별시
79,신압구정,1,132,2,8,76,5,71,8,1743,441,서울특별시 강남구 언주로174길 29 (신사동),37.528115,127.036441,0,서울특별시
80,아크로힐스논현,1,195,9,4,160,4,28,4,1955,526,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",37.50898041,127.0403869,0,서울특별시
81,뱅뱅사거리,4,198,3,9,113,9,24,0,1580,391,서울특별시 강남구 강남대로 282 (도곡동),37.488585,127.032415,0,서울특별시
82,강남비젼타워,6,310,4,5,168,6,39,3,2708,751,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",37.4964557,127.0296885,0,서울특별시
83,역삼역,4,325,5,1,216,3,40,3,3150,857,"서울특별시 강남구 테헤란로 145, 우신빌딩 1층 (역삼동)",37.50080096,127.0351577,0,서울특별시
84,압구정로데오역,1,135,1,9,82,4,76,9,1733,443,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",37.526549,127.040437,0,서울특별시
85,르네상스사거리,2,218,5,5,174,4,24,0,2279,569,서울특별시 강남구 테헤란로 306 (역삼동),37.502721,127.044308,0,서울특별시
86,포스코,5,251,5,7,154,4,45,5,2156,543,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",37.50576,127.057966,0,서울특별시
87,선릉로,4,203,4,5,161,4,26,3,2038,559,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",37.505053,127.046577,0,서울특별시
88,삼성역,2,167,3,6,90,4,51,2,1317,329,서울특별시 강남구 테헤란로103길 9 (삼성동),37.510015,127.063864,0,서울특별시
89,논현힐탑,3,192,5,3,151,3,34,2,1934,508,서울특별시 강남구 논현로 648 (논현동),37.5115577,127.032262,0,서울특별시
90,도산가로수길,3,207,3,6,125,5,56,4,2093,605,"서울특별시 강남구 도산대로 134, 2층 (논현동)",37.5173623,127.0232957,0,서울특별시
91,미아뉴타운,6,58,4,20,66,4,2,1,935,159,서울특별시 강북구 삼양로 161 (미아동),37.618319,127.021072,0,서울특별시
92,강북구청사거리,2,78,2,5,110,11,7,2,1661,239,서울특별시 강북구 도봉로 365 (수유동),37.6400354,127.0273766,0,서울특별시
93,미아사거리역,3,59,1,13,68,6,6,0,1106,170,서울특별시 강북구 도봉로 32 (미아동),37.611809,127.0306971,0,서울특별시
94,수유역,2,76,3,6,106,10,7,3,1658,238,서울특별시 강북구 도봉로 342 (번동),37.6380167,127.026135,0,서울특별시
95,미아역,5,64,3,9,78,4,1,3,903,137,서울특별시 강북구 도봉로 196 (미아동),37.626148,127.026578,0,서울특별시
96,발산역사거리,5,102,2,10,86,3,5,1,1227,311,서울특별시 강서구 공항대로 248 (마곡동),37.558509,126.835096,0,서울특별시
97,마곡역,6,96,3,8,73,0,4,0,953,249,서울특별시 강서구 공항대로 168 (마곡동),37.559611,126.826298,0,서울특별시
98,우장산역,5,23,2,17,58,2,2,3,744,150,서울특별시 강서구 강서로 267 (내발산동),37.549501,126.835984,0,서울특별시
99,마곡사이언스타워R,4,110,4,8,92,2,5,2,1242,318,서울특별시 강서구 마곡동로 62 (마곡동),37.5605261,126.833887,0,서울특별시
100,방화DT,4,32,3,11,54,3,2,6,570,114,서울특별시 강서구 방화대로 375 (방화동),37.574339,126.816415,1,서울특별시
101,마곡나루역,4,55,4,5,52,3,4,2,580,160,서울특별시 강서구 마곡중앙로 161-17 (마곡동),37.56813,126.82614,0,서울특별시
102,마곡GMG,7,113,4,10,89,0,5,0,1325,331,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",37.560487,126.829667,0,서울특별시
103,가양역,10,33,2,19,72,5,7,2,755,161,서울특별시 강서구 양천로 476 (등촌동),37.56164,126.853327,0,서울특별시
104,화곡DT,5,34,0,12,63,4,2,5,713,132,서울특별시 강서구 등촌로 57 (화곡동),37.535149,126.863232,1,서울특별시
105,양천향교역,7,55,2,9,64,6,9,7,855,191,서울특별시 강서구 강서로 463 (마곡동),37.566964,126.840731,0,서울특별시
106,화곡동,3,44,2,11,96,5,5,1,1058,167,서울특별시 강서구 화곡로 142(화곡동),37.5405115,126.8372413,0,서울특별시
107,등촌,10,81,2,19,97,3,7,4,1401,264,서울특별시 강서구 공항대로 329 (등촌동),37.5582043,126.8443392,0,서울특별시
108,염창역,3,20,3,9,58,6,5,4,552,110,서울특별시 강서구 공항대로 627 (염창동),37.547359,126.874436,0,서울특별시
109,발산역,6,89,2,14,88,5,6,3,1285,309,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,37.56033,126.839279,0,서울특별시
110,가양이마트,5,25,3,15,66,4,4,2,673,153,"서울특별시 강서구 양천로 559, 가양이마트 1층 (가양동)",37.5578966,126.8622978,0,서울특별시
111,까치산역,0,55,2,8,94,7,1,2,863,116,서울특별시 강서구 강서로13길 3 (화곡동),37.532303,126.846077,0,서울특별시
112,낙성대역,1,50,2,11,85,4,9,6,1228,248,서울특별시 관악구 남부순환로 1908 (봉천동),37.477946,126.961193,0,서울특별시
113,관악서울대입구R,3,63,2,13,111,5,4,6,1554,277,서울특별시 관악구 관악로 158 (봉천동),37.479343,126.95278,0,서울특별시
114,서울대역,4,59,2,14,113,4,2,4,1645,300,서울특별시 관악구 남부순환로 1817 (봉천동),37.481599,126.9522,0,서울특별시
115,낙성대DT,2,26,1,11,71,3,11,5,708,167,서울특별시 관악구 남부순환로 1948 (봉천동),37.476169,126.965005,1,서울특별시
116,사당,5,56,2,8,73,4,6,1,1015,213,서울특별시 관악구 남부순환로 2082-25,37.47601,126.980997,0,서울특별시
117,보라매대교,2,69,2,9,103,4,5,4,1520,256,"서울특별시 관악구 보라매로3길 23, 대교빌딩 1층 (봉천동)",37.491449,126.925432,0,서울특별시
118,신림사거리,3,61,1,10,112,4,7,3,1699,282,서울특별시 관악구 남부순환로 1619 (신림동),37.484768,126.930467,0,서울특별시
119,신림,2,61,1,9,109,6,7,4,1683,271,서울특별시 관악구 신림로 355-1 (신림동),37.48609493,126.9291602,0,서울특별시
120,신림역포도몰,2,53,1,10,114,4,7,3,1665,275,"서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)",37.48385383,126.9301799,0,서울특별시
121,서울대입구역,2,60,2,14,113,4,2,4,1606,297,서울특별시 관악구 남부순환로 1812 (봉천동),37.48118,126.951324,0,서울특별시
122,건국대,2,76,3,12,132,4,22,7,1828,448,서울특별시 광진구 능동로 117 (화양동),37.5415592,127.0711244,0,서울특별시
123,어린이대공원역,1,44,3,9,84,5,14,9,1002,222,서울시 광진구 능동로243 ,37.551946,127.076404,0,서울특별시
124,아차산역,1,43,1,9,55,2,3,9,626,137,서울시 광진구 천호대로 676 ,37.5505388,127.0898757,0,서울특별시
125,올림픽대교북단,3,50,3,11,64,3,4,1,848,154,서울특별시 광진구 광나루로 608 (구의동),37.541129,127.09524,0,서울특별시
126,구의DT,1,60,2,14,75,3,10,7,972,199,서울특별시 광진구 광나루로 519 (구의동),37.5451984,127.0871587,1,서울특별시
127,자양사거리,2,83,1,19,97,5,10,4,1124,204,서울특별시 광진구 아차산로 355,37.5371158,127.0825821,0,서울특별시
128,군자역,3,51,2,6,81,9,9,7,1014,196,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,37.556965,127.079032,0,서울특별시
129,광나루,2,18,1,9,18,2,5,8,171,56,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",37.547442,127.105934,0,서울특별시
130,건대스타시티,2,78,3,12,120,4,19,8,1883,432,서울특별시 광진구 아차산로 262 (자양동),37.538544,127.073009,0,서울특별시
131,자양,2,64,3,7,91,2,15,11,1488,342,서울특별시 광진구 능동로 50 (자양동),37.5354769,127.0691462,0,서울특별시
132,강변역,2,60,2,10,65,4,6,0,904,143,서울특별시 광진구 구의강변로 64 (구의동) 구의아크로리버,37.536155,127.093086,0,서울특별시
133,건대입구,2,77,3,11,135,4,23,7,1861,458,서울특별시 광진구 능동로 107 (화양동),37.5406604,127.0707225,0,서울특별시
134,구의역,3,88,2,17,98,5,10,4,1159,211,서울특별시 광진구 아차산로 373 (구의동),37.53698,127.084015,0,서울특별시
135,광장,4,32,2,10,41,4,3,2,515,103,서울특별시 광진구 아차산로 537-17 (광장동),37.542518,127.099651,0,서울특별시
136,건국클래식,2,70,3,13,119,3,17,8,1809,421,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,37.538466,127.071271,0,서울특별시
137,금천구청역,4,36,1,6,54,5,3,2,737,105,"시흥대로73길 67 엠타워 112,113,114,115호",37.455983,126.895727,0,서울특별시
138,가산에스케이,2,109,3,2,109,2,7,5,1147,270,서울특별시 금천구 가산디지털1로 171 (가산동),37.48061318,126.8805702,0,서울특별시
139,금천시흥,4,41,0,10,58,3,2,1,729,92,서울특별시 금천구 시흥대로 164 (시흥동),37.448624,126.903183,0,서울특별시
140,가산디지털단지역,1,129,3,2,133,2,8,4,1423,327,서울특별시 금천구 벚꽃로 298 (가산동),37.481324,126.883779,0,서울특별시
141,금천독산,3,74,1,5,102,5,8,3,1003,150,서울특별시 금천구 두산로 70 (독산동),37.46914,126.895246,0,서울특별시
142,가산디지털,1,123,3,3,120,2,8,5,1256,298,서울특별시 금천구 가산디지털1로 168 (가산동),37.4798346,126.8824997,0,서울특별시
143,마리오아울렛,2,144,3,2,143,2,8,4,1333,329,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,37.478701,126.885076,0,서울특별시
144,가산브이타워,2,129,2,2,123,2,9,5,1201,301,서울특별시 금천구 가산디지털1로 128 (가산동),37.477221,126.883683,0,서울특별시
145,월계역,3,21,3,16,30,2,0,4,291,44,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",37.6295,127.0574,0,서울특별시
146,월계트레이더스,5,22,3,12,45,3,4,4,417,68,서울시 노원구 마들로3길 15 ,37.6277053,127.0614978,0,서울특별시
147,상계초교사거리,2,79,3,19,88,2,8,4,1508,256,서울 노원구 노원로 449 ,37.656776,127.066442,0,서울특별시
148,공릉DT,6,42,6,6,89,6,4,6,1179,226,서울특별시 노원구 동일로 1015 (공릉동),37.6206884,127.0743116,1,서울특별시
149,노원마들역,5,72,3,19,57,2,8,2,1065,192,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",37.660941,127.058008,0,서울특별시
150,공릉역,5,27,4,11,72,4,3,5,839,171,서울특별시 노원구 동일로 1081 (공릉동),37.626337,127.072252,0,서울특별시
151,서울여대,0,9,1,7,10,1,5,1,50,23,서울특별시 노원구 화랑로 621 (공릉동),37.626163,127.093084,0,서울특별시
152,은행사거리,4,30,0,20,43,3,7,8,460,101,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",37.65048737,127.0759861,0,서울특별시
153,노원KT,3,77,2,19,73,2,8,4,1196,211,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",37.654562,127.063617,0,서울특별시
154,광운대,3,32,2,9,43,2,5,4,524,75,서울특별시 노원구 석계로 104 (월계동),37.6231479,127.0607009,0,서울특별시
155,중계역,5,73,3,21,60,2,8,5,909,161,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",37.64817,127.062244,0,서울특별시
156,노원역,3,83,2,19,75,1,12,5,1196,204,"서울특별시 노원구 동일로 1413, 1층 (상계동)",37.654751,127.060034,0,서울특별시
157,월계이마트,5,23,4,13,44,3,4,4,446,69,서울특별시 노원구 마들로3길 15 (월계동),37.627155,127.062094,0,서울특별시
158,창동이마트,5,39,3,13,51,3,10,2,551,95,서울특별시 도봉구 노해로65길 4 (창동),37.651645,127.046869,0,서울특별시
159,쌍문역,3,50,1,14,68,8,9,3,759,135,서울특별시 도봉구 도봉로 480 (창동),37.648456,127.034783,0,서울특별시
160,노량진동,3,45,3,5,56,1,7,2,806,179,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",37.513068,126.946537,0,서울특별시
161,남성역,5,46,3,11,79,2,5,2,1144,219,서울특별시 동작구 사당로 219 (사당동),37.4841198,126.9725739,0,서울특별시
162,상도역,6,35,3,7,73,1,5,1,686,160,서울특별시 동작구 상도로37길 1 (상도1동),37.5031936,126.9484581,0,서울특별시
163,보라매공원R,2,61,2,10,99,4,3,5,1324,223,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",37.49226213,126.9233457,0,서울특별시
164,이수자이,7,67,5,11,96,5,11,1,1687,321,서울특별시 동작구 사당로 300 (사당동 이수자이),37.484414,126.980047,0,서울특별시
165,노량진역,3,69,3,6,63,1,10,2,948,197,서울특별시 동작구 노량진로 134 (노량진동),37.51339,126.940879,0,서울특별시
166,신대방삼거리역,3,57,3,16,69,3,3,3,656,117,서울특별시 동작구 상도로 102 (상도동),37.499914,126.931766,0,서울특별시
167,중앙대,3,24,2,9,51,1,3,4,503,130,서울특별시 동작구 흑석로 75-1 (흑석동),37.506933,126.958125,0,서울특별시
168,숭실대입구역,2,14,2,11,62,3,4,6,494,116,서울특별시 동작구 상도로 354 (상도동),37.4968346,126.9527123,0,서울특별시
169,숭실대,3,8,1,10,51,3,2,6,435,88,서울특별시 동작구 사당로 4 (상도동),37.49538073,126.9548891,0,서울특별시
170,사당역,6,69,4,8,85,4,7,0,1446,268,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",37.47849216,126.9813456,0,서울특별시
171,서강대프라자,7,124,5,19,106,5,30,10,1740,573,서울특별시 마포구 백범로 35 (신수동),37.551073,126.943096,0,서울특별시
172,상암YTN,2,55,4,5,41,6,13,4,724,182,서울특별시 마포구 상암산로 76 (상암동),37.579183,126.892315,0,서울특별시
173,마포용강동,6,75,6,12,80,6,6,5,1196,282,서울특별시 마포구 토정로 295 (용강동),37.541186,126.942209,0,서울특별시
174,홍대입구역사거리R,3,169,7,10,159,3,114,14,3862,1467,서울특별시 마포구 양화로 125 (서교동),37.554636,126.92036,0,서울특별시
175,마포경찰서후문,3,87,7,21,86,2,13,5,1093,282,서울특별시 마포구 마포대로 173-14 (아현동),37.5508,126.953432,0,서울특별시
176,공덕,5,105,7,15,99,3,15,6,1331,334,서울특별시 마포구 마포대로 130 (공덕동),37.545913,126.952956,0,서울특별시
177,합정폴리스R,1,127,4,3,123,1,85,10,2895,1053,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",37.5509,126.9134,0,서울특별시
178,홍대공항철도역,4,151,3,6,148,4,106,15,3654,1330,서울특별시 마포구 양화로 178 (동교동),37.557491,126.925146,0,서울특별시
179,마포염리,7,97,6,14,97,5,11,8,1461,357,서울특별시 마포구 독막로 311 (염리동),37.543876,126.94768,0,서울특별시
180,서강광흥창역,6,101,7,11,109,4,69,17,2541,839,서울특별시 마포구 서강로 69 (창전동),37.549377,126.931661,0,서울특별시
181,합정,1,120,4,2,109,1,80,10,2601,930,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",37.54963,126.912999,0,서울특별시
182,서강대흥역,8,99,5,17,100,6,21,6,1198,344,서울특별시 마포구 백범로 89-5 (대흥동),37.548178,126.941576,0,서울특별시
183,서교동사거리,1,162,7,8,157,2,117,14,3619,1364,서울특별시 마포구 양화로 105 (서교동),37.553376,126.918564,0,서울특별시
184,상암사보이시티,4,54,2,6,42,3,11,2,726,178,서울특별시 마포구 월드컵북로54길 17 (상암동),37.58147,126.888983,0,서울특별시
185,신촌오거리,7,131,7,12,129,3,57,15,2439,818,서울특별시 마포구 신촌로16길 10 (노고산동),37.555137,126.934694,0,서울특별시
186,상암디지털큐브,2,61,2,4,38,2,13,8,708,180,서울특별시 마포구 상암산로 34,37.5763132,126.8892477,0,서울특별시
187,상수역,4,123,4,5,97,2,92,12,2500,931,서울특별시 마포구 독막로 88 (상수동),37.5474817,126.9232158,0,서울특별시
